,total_singscore,p_value
Regulation of Leukocyte Activation (GO:0002694),-0.010194340908305899,0.5558444155584441
Regulation of Leukocyte Cell-Cell Adhesion (GO:1903037),0.0602455016716823,0.24847515248475152
Regulation of Leukocyte Migration (GO:0002685),0.0677021676123607,0.202979702029797
Regulation of Lymphocyte Activation (GO:0051249),-0.13811749335344314,0.9772022797720228
Regulation of Metabolic Process (GO:0019222),0.10531623528715961,0.005699430056994301
Regulation of miRNA Transcription (GO:1902893),0.14967005994618998,9.999000099990002e-05
Regulation of Microtubule Polymerization (GO:0031113),0.2070653302049983,9.999000099990002e-05
Regulation of Microtubule-Based Process (GO:0032886),0.18806618461241198,9.999000099990002e-05
Regulation of Mitotic Cell Cycle (GO:0007346),0.15139606396063954,9.999000099990002e-05
Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990),0.19118854753356573,9.999000099990002e-05
Regulation of Mitotic Nuclear Division (GO:0007088),0.07447225070293195,0.03189681031896811
Regulation of Monoatomic Ion Transport (GO:0043269),-0.03446186936752976,0.7232276772322768
Regulation of Neutrophil Chemotaxis (GO:0090022),0.08270670684178472,0.08549145085491451
Regulation of Neutrophil Migration (GO:1902622),0.08531428571428579,0.1795820417958204
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428),0.1649488014706092,0.00019998000199980003
Regulation of Nitric Oxide Metabolic Process (GO:0080164),0.1309039540336222,0.0888911108889111
Regulation of Nitric-Oxide Synthase Activity (GO:0050999),0.1067775960007662,0.0923907609239076
Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),0.22157763646796147,0.00029997000299970003
Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),0.188882959312204,9.999000099990002e-05
Regulation of Protein Binding (GO:0043393),0.19297871711633074,9.999000099990002e-05
Regulation of Protein Localization to Membrane (GO:1905475),0.11744985292916088,0.010498950104989501
Regulation of Protein Localization to Nucleolus (GO:1904749),0.16140006180001276,0.07019298070192981
Regulation of Protein Phosphorylation (GO:0001932),0.1520902971454352,9.999000099990002e-05
Regulation of Protein Targeting to Membrane (GO:0090313),0.09531755813608156,0.060493950604939506
Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377),0.1339774759275033,0.00039996000399960006
Regulation of Receptor-Mediated Endocytosis (GO:0048259),0.19699817493394345,9.999000099990002e-05
Regulation of Respiratory Burst (GO:0060263),0.06596910456289284,0.26177382261773824
Regulation of Response to External Stimulus (GO:0032101),0.039916052518338296,0.06579342065793421
Regulation of Signal Transduction (GO:0009966),0.09774120980967094,9.999000099990002e-05
Regulation of Signal Transduction by P53 Class Mediator (GO:1901796),0.19236341642358823,9.999000099990002e-05
Reg of Single Stranded Viral RNA Replication via Double Stranded DNA Intermediate (GO:0045091),-0.08613877551020405,0.8287171282871713
Regulation of Stem Cell Proliferation (GO:0072091),0.09613323671103124,0.09259074092590741
Regulation of Stress Fiber Assembly (GO:0051492),0.17889091415855218,9.999000099990002e-05
Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),0.14316875926610373,0.00039996000399960006
Regulation of Transcription by RNA Polymerase I (GO:0006356),0.21863153594771234,9.999000099990002e-05
Regulation of Translation (GO:0006417),0.2708852344474726,9.999000099990002e-05
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),0.15493300535808507,0.00029997000299970003
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),0.15794312331453786,0.0004999500049995
Regulation of Vasculature Development (GO:1901342),0.1426515430069787,0.0015998400159984002
Regulatory ncRNA Processing (GO:0070918),-0.03803852940440061,0.7692230776922308
Release of Sequestered Calcium Ion Into Cytosol (GO:0051209),0.033889428949949285,0.2395760423957604
Resolution of Meiotic Recombination Intermediates (GO:0000712),0.1048596855463283,0.08609139086091391
Response to UV-A (GO:0070141),-0.017436797561705686,0.5842415758424158
Response to Alkaloid (GO:0043279),-0.22371352785145893,0.9579042095790421
Response to Amyloid-Beta (GO:1904645),-0.027311556668623616,0.7330266973302669
Response to Calcium Ion (GO:0051592),0.10570678547775303,0.00039996000399960006
Response to Endoplasmic Reticulum Stress (GO:0034976),0.21919626259865832,9.999000099990002e-05
Response to Epidermal Growth Factor (GO:0070849),0.23089733115468403,9.999000099990002e-05
Response to Hydrogen Peroxide (GO:0042542),0.17460870453616673,9.999000099990002e-05
Response to Lipopolysaccharide (GO:0032496),0.0468045078934185,0.029997000299970003
Response to Reactive Oxygen Species (GO:0000302),0.16353710897566953,9.999000099990002e-05
Response to Type II Interferon (GO:0034341),0.11885780168328641,0.0013998600139986002
Ruffle Assembly (GO:0097178),0.2014650071413998,0.06259374062593741
Ruffle Organization (GO:0031529),0.16574722380991258,0.010198980101989802
Semaphorin-Plexin Signaling Pathway (GO:0071526),0.1604699021028554,9.999000099990002e-05
siRNA Processing (GO:0030422),0.17408655499909642,0.055694430556944306
Signaling Receptor Ligand Precursor Processing (GO:0140448),-0.08079055292431092,0.8823117688231177
Sister Chromatid Segregation (GO:0000819),0.12884875559550724,0.0036996300369963003
Small GTPase-mediated Signal Transduction (GO:0007264),0.17975608293288103,9.999000099990002e-05
Sphingolipid Biosynthetic Process (GO:0030148),0.05527586771447279,0.047495250474952504
Sphingolipid Metabolic Process (GO:0006665),0.06683537359589087,0.024997500249975
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376),0.04830217941392534,0.3204679532046795
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),0.09109791137023482,0.0871912808719128
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),0.14584034300106707,0.0011998800119988001
Superoxide Anion Generation (GO:0042554),0.031090515657534845,0.3360663933606639
Superoxide Metabolic Process (GO:0006801),0.05012920884128469,0.17228277172282772
Supramolecular Fiber Organization (GO:0097435),0.0864722976881045,9.999000099990002e-05
Telomere Maintenance (GO:0000723),0.1837767851477886,9.999000099990002e-05
Telomere Maintenance via Recombination (GO:0000722),0.20954693877551023,0.007799220077992201
Telomere Maintenance via Telomerase (GO:0007004),0.18870960528439396,0.0012998700129987
Telomere Maintenance via Telomere Lengthening (GO:0010833),0.1701346562276148,0.0015998400159984002
Telomere Organization (GO:0032200),0.1907355146557601,9.999000099990002e-05
Transepithelial Transport (GO:0070633),0.029237259304619956,0.34796520347965204
Transport Across Blood-Brain Barrier (GO:0150104),0.02113927640013258,0.2556744325567443
Unsaturated Fatty Acid Biosynthetic Process (GO:0006636),0.07209831031115277,0.1877812218778122
Unsaturated Fatty Acid Metabolic Process (GO:0033559),0.044219367588932745,0.15198480151984803
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.20434777709384755,9.999000099990002e-05
Vascular Transport (GO:0010232),0.01801575931232091,0.290970902909709
Vitamin Transport (GO:0051180),-0.04595453059890514,0.8178182181781822
Wound Healing (GO:0042060),0.1280195185598636,9.999000099990002e-05
Xenobiotic Transport (GO:0042908),-0.11259882792604803,0.9566043395660434
Xenobiotic Transport Across Blood-Brain Barrier (GO:1990962),-0.2719649051214038,0.9832016798320168
