Symbol	D_TGFb_R1
DMTF1	8.439526816
PPP4R1	10.13100272
SLC12A6	5.949127814
PTBP3	8.647297138
KCNE2	4.894112245
DGCR2	7.511764615
CASP8AP2	7.349909763
SCO2	8.831130827
AKT3	7.614701456
MED6	7.440369317
NR2E3	4.410319041
NAALAD2	3.666261706
NAALADL1	5.003562918
ACOT8	6.48209919
ABI1	8.297104602
GNPDA1	9.130840995
ZBTB33	6.469309869
TANK	7.840959052
HDAC6	7.080722712
HDAC5	5.991226023
PDCD6IP	9.904671908
PDCD6	7.978082272
BCL2L10	4.457041107
BCL2L11	6.489581429
SH2B3	7.772141262
GNE	8.137733246
HCN4	5.58718685
INSL5	4.325627345
FRAT1	5.330985168
TROAP	8.080248964
MED16	6.662561967
PIGK	7.976425281
CHAF1A	7.835764533
PARP2	9.320207017
PARP3	6.474994948
TOM1L1	8.489535187
HMGXB4	8.427534277
TOM1	6.514304687
SH2D3C	4.442457477
SH2D3A	6.152921061
MAMLD1	6.730767806
CST8	5.402283655
RANBP9	6.999380999
DNAJB6	9.420355395
SLC17A4	4.455063473
SMC4	9.248987963
GJC1	7.139482937
AP1M2	7.05445048
UBA2	8.681208799
SAE1	9.828123062
ABCC5	7.322561608
ABCB6	6.563620813
DNM1L	9.51470463
ABCC9	4.22807999
ABCF2	7.039964603
NR1H3	5.978700307
SCAMP2	8.368242448
SCAMP3	9.142759058
IL18BP	5.710398649
RWDD2B	7.914297273
DPP3	8.620592125
SNUPN	8.802595738
HUWE1	5.978758578
PTPRU	6.09372152
TSPAN32	5.452915022
TSSC4	7.559508854
ATP9A	7.417819778
USH1C	5.207437881
PQBP1	8.449697229
EDIL3	5.608505601
CERT1	8.000040833
KCNK7	5.498548987
UST	5.543793142
ARPC5	11.50484249
ARPC4	8.932456486
ARPC3	11.89871203
ARPC1B	10.59797213
ACTR3	10.13680601
ACTR2	9.743896291
TSPAN5	9.116507488
TSPAN3	8.994552292
TSPAN2	5.800771902
NUBP2	8.265069318
TSFM	6.56172261
TSPAN1	7.140033067
PPIF	9.135031587
CTDSP2	8.276058399
TRIM10	5.010083166
ARPC2	11.31941887
SGK2	5.147600095
RAD50	7.417551076
KIF20A	9.332471895
PREB	8.661822453
HIPK3	7.056362817
FEM1B	7.430695191
ACTR1B	8.367099826
ACTR1A	9.360482626
ARL4C	10.18665981
ARL4A	8.797198948
RASGRP1	5.102775365
DNAL4	6.836136072
LRPPRC	9.06316805
FRY	4.401971037
PDIA6	11.40059254
TRAP1	9.403074539
OPTN	8.052984091
BCAP31	11.12731643
NAMPT	8.311130679
RBM12	8.030726645
YAF2	6.434082653
ARFRP1	7.3951291
TOB1	9.293614335
LINC01587	4.089501213
AKAP9	7.211581536
FAM13A	7.138037603
G3BP1	9.576328273
SUGP2	7.321378785
EBI3	5.392731516
ADGRG2	5.603993498
MBNL2	7.495429345
ABI2	7.290984728
CEBPZ	9.827055341
PLXNC1	4.999760282
TRIM28	10.07801595
AASS	4.708845239
PDZK1IP1	6.46369122
ATP6AP2	9.274961262
FARP1	7.793680145
LPAR6	4.722353863
LPCAT3	6.351922014
WASF2	8.758775195
CHST4	4.946018279
SLC25A13	9.008595882
SLC25A15	7.077051753
ZNF197	5.158157819
DHRS9	4.739298457
RCL1	8.037198804
SORBS3	7.153816091
CNIH1	9.954411204
TENM1	4.036961202
RBM7	8.83397023
RBM6	6.601523826
RBM5	7.788529585
LHFPL2	8.816716403
LHFPL6	7.359713374
TNK2	6.885041614
TXNDC9	9.037204559
RNF41	6.607378533
ALG3	8.569838351
PRMT3	8.402286754
PSME3	8.976777239
MPHOSPH9	6.747800553
MPHOSPH10	8.668595161
MPHOSPH6	9.458989151
NME6	7.446098353
DHRS2	8.849528495
CALCRL	4.38066559
MPZL2	4.769422237
TRIM13	7.488037361
PATJ	5.842327117
USPL1	8.1585095
EIF1	9.116276297
TOPORS	8.484909358
FLOT1	8.550659868
DDX39A	10.6729297
PSMD14	11.72076976
SSX3	4.922901517
OLIG2	4.106609196
CTDSPL	7.493967779
ANGPTL7	4.654823317
KLRG1	5.50977434
GDF11	6.343687634
TRIB1	9.039784743
GPA33	5.646079944
ZNF443	7.056369564
CD96	3.933095622
PLIN3	10.12504454
SLC75A1	8.234056452
STX6	6.476541938
COQ7	6.585924838
NBR2	6.101828327
RCAN2	4.425996811
MSLN	4.134891398
LRRC23	6.173647353
LRRC17	4.163747596
RASGRP2	5.021273708
HNRNPR	9.780382133
SLC35B1	9.83832065
DCAF7	7.998033948
MRPS31	8.953672482
CALCOCO2	7.526273682
KCNMB2	4.169504039
GPHN	7.062415786
RABEPK	8.883869964
TIMM17B	8.152208068
SLC17A2	4.091292739
RIDA	7.924569431
POP7	9.984100005
GLYAT	4.208287671
SRRM1	9.745497227
SPRY1	5.827907971
SPRY2	8.011752159
STAM2	7.190166788
HCG9	5.411267883
CNKSR1	5.500143499
ABCC4	7.96582916
DENND4A	5.914364108
IGSF6	3.730169331
SF3B4	9.161584275
CDK2AP2	8.514926937
IRX5	5.16005728
RAMP2	5.209374075
RAMP1	6.208588269
RAMP3	5.145974957
ZMPSTE24	10.89926286
AKAP8	7.787500907
FSTL3	8.933546658
STUB1	10.0798929
STAG1	8.162385624
NET1	9.425356696
UBE4B	7.642849608
EFS	4.559670927
PRSS16	5.497442114
SIGMAR1	8.787948441
DSCR4	5.216552596
BET1	9.485894531
SAP18	7.992786876
SMNDC1	10.18940991
BCAS2	9.620040512
RGS19	8.379397901
LILRB2	4.172615215
EIF1B	8.734365688
SF3A1	8.042722695
TRAIP	6.476779405
DNAJA2	9.784569493
BCKDK	8.41387668
APC2	5.703849939
PAK4	7.436241524
MARCHF6	8.384380091
KATNB1	7.418840594
DLEU1	8.472422415
SNAPC5	6.720838129
ZNF267	7.257689426
CCNO	5.843139747
VPS26C	7.66722111
TCIRG1	7.99953105
RTN3	10.24208003
LANCL1	8.715732927
NMUR1	4.855010473
B3GALT5	4.970755854
TNIP1	8.12971645
LAMC3	6.062796395
IKZF1	4.948465622
CRISP3	3.617794327
SMYD5	6.916485979
KLHL41	3.923630241
RRAGB	6.29478844
SIRPB1	4.743284757
AKR1A1	10.2247835
EMC8	9.665883138
RXYLT1	9.239242767
CNPY2	10.5108488
B3GNT3	6.189342322
CLEC4M	4.579856175
TLR6	5.438966542
PCGF3	6.932575181
TFG	7.458514626
PKDREJ	4.982891449
TRDN	3.555981042
TRIM22	4.828976876
ABCA7	6.627471909
ABCA8	4.019626668
WARS2	6.68430324
NPM3	8.713036338
HMG20B	7.397190465
HMG20A	8.168240738
KLF2	7.255088554
MICU1	8.554776363
CACNG3	4.984373638
CACNG2	4.679524027
CITED2	6.925719684
SEMA3A	5.976092569
TUBA1B	11.71551853
IRF9	8.593939903
BPNT1	6.482946778
TUBB3	11.68040861
TUBB4A	5.864387043
TUBB4B	12.39761749
BTN3A3	5.437927588
BTN2A2	5.808624183
SYCP2	5.348397609
SCML2	7.563625247
CEPT1	7.282052143
CORO2B	5.068390802
NOD1	6.42852213
ANAPC10	8.07249019
PRG3	5.012057362
DLC1	7.804919779
ATP8A1	4.891037491
NDRG1	9.432448043
MYL9	7.721959641
PEMT	8.137225328
PIAS3	8.041437757
ST3GAL6	4.885056933
NDC80	9.070823512
CPQ	6.113864116
WFDC2	5.206385265
BASP1	11.7174082
IFITM3	9.5533286
RAPGEF3	5.114050884
NSA2	11.49371699
YAP1	8.57506569
SPON1	4.772000494
PRMT5	9.809554295
TESK2	6.299737193
CD2BP2	8.729971009
UBAC1	8.69716746
CDIPT	10.1819392
PGRMC2	9.407824423
ARIH2	8.070185995
TUBGCP3	7.002361919
SEC24B	9.462891133
CFDP1	8.656588993
TMEM147	11.09860581
RBM14	7.68593814
LYPLA1	10.95980927
CDC42EP2	7.076041714
EMG1	10.47909891
C1D	9.260996871
OLFM1	5.332864708
TIMM17A	6.985603799
N4BP2L2	7.202814371
ZER1	6.503373654
MCRS1	8.485637676
LRRN2	5.683793389
FAM3C	8.641048248
ACAA2	8.418802361
PPIE	8.181323236
VAV3	5.505773276
TOMM40	9.003457605
TAB1	5.597473281
ECI2	9.82953726
HAX1	9.930202308
GPNMB	6.584669769
BAIAP2	6.208735923
TACC3	9.118180659
MERTK	5.748065875
CLEC10A	4.884478469
SLC30A9	8.786969256
PIBF1	6.92098468
PPIH	9.359915684
COG5	7.721911356
ZNHIT1	10.27898431
FST	6.436351167
TIMM44	7.693799914
ZBTB18	7.298170859
HMGN4	10.29792665
TADA3	8.787436619
TRIM38	7.148060118
ATP5PD	11.65380899
UBE2E3	11.10663705
SLC25A17	7.712643094
SLC9A6	9.369928289
EIF3M	6.627602026
HOXB13	5.424647455
NXF1	8.466307499
SEC23B	8.871897699
SEC23A	10.04935573
MIR9-1HG	5.493374494
CAP2	8.982327415
CAP1	11.9103919
CREB3	9.063845429
LRRC41	6.521858432
VTI1B	8.697990132
CRTAP	8.9304518
SYNCRIP	8.475326486
VAT1	9.822705482
STK25	8.088024384
ENOX2	6.377889601
UNC13B	7.400225267
NCOA2	6.804872296
SEMA6C	6.529200657
SEMA6B	4.970778745
SEMA4F	7.11726229
SEMA4D	5.842873161
SEMA3C	9.571152186
APPBP2	8.705575711
MYBBP1A	7.338564476
FBLN5	6.973602474
CIB2	6.330456544
CIB1	10.8163332
ZNF211	7.240203527
DDX17	7.886152877
DEAF1	6.046686902
CHERP	7.749592015
KAT5	7.729005701
HYOU1	8.993627769
IPO8	7.363400024
IPO7	10.13968532
NEBL	7.448363616
PITRM1	8.140551261
ATG7	7.170540556
ZNRD2	8.727754326
RNASEH2A	9.861929153
P3H3	6.183724036
BATF	5.77169377
GLRX3	9.370395714
DCTN2	9.262163185
ANP32B	11.69624431
LAMTOR5	10.29566579
PROCR	9.164312743
TM9SF1	8.385782822
PRDX4	12.13941203
ARL6IP5	10.52569152
AGR2	6.041979273
ARPC1A	11.21870563
HTATIP2	8.55930568
AGPAT1	8.231358281
AGPAT2	8.095793897
RPP30	8.223374302
RPP38	8.183475126
SPTLC1	7.998339497
SLC35A1	8.723266062
SLC19A2	8.559366504
IFI44	6.477154198
OLFM4	3.607514472
CXCL13	3.882242023
ARFGEF2	7.142265721
ARFGEF1	9.085964577
AKAP3	4.777601254
RABAC1	10.77497389
SLC34A2	4.314776507
DPYSL4	5.183062518
SIVA1	7.304361156
MRPL28	9.124461322
CCT7	11.57934563
CCT4	10.2998692
CCT2	12.1297571
NPC2	12.09161847
GNLY	4.716505183
TACC2	7.572246754
SORBS1	5.497375541
IFITM2	8.62174195
COLEC10	4.429409904
POMT1	6.430417519
MAB21L2	4.160403593
TXNRD2	6.815941987
DRAP1	9.514085609
SCGN	5.242406013
DNPH1	8.747901636
SMC2	8.068690643
PRPF8	10.03882037
ERN2	6.378106839
AHSA1	10.51296681
SLCO1B1	4.053880169
USP16	8.62192077
CDC42EP3	9.009079795
SH2B2	6.544686341
PAIP1	8.961007077
PAICS	9.391710505
TBL3	7.255592665
P3H4	8.630334509
ST6GALNAC2	5.526709952
PDLIM5	7.752221448
TRIM3	5.433054116
ERLIN1	8.823235344
HEXIM1	8.428633791
SPAG5	8.836822456
RBCK1	9.38282847
STAMBP	8.064875357
TGOLN2	9.046354911
ARID3B	6.870018053
POLR3F	7.737050038
POLR3G	6.338106345
POLR3C	8.261938511
IVNS1ABP	9.464885769
MYL12A	8.84838034
TXNIP	7.440505794
TAF6L	5.375648364
PDPN	5.523400258
POSTN	6.388615683
ATP5MG	9.558005495
RASL10A	5.336356878
GAS2L1	7.895751644
RAD51AP1	9.409761014
RGS14	5.848899243
LEFTY1	4.756044197
EXOC5	8.067560286
NPRL2	8.069930164
IGF2BP3	8.523194319
IGF2BP2	9.078348066
CAMKK2	6.811310812
SCGB1D2	4.131957448
SCGB1D1	3.822433479
PRELID3A	5.962367685
MTX2	9.51976227
YKT6	8.394263849
SPINT2	10.58254826
PMVK	8.479918924
KHDRBS3	7.365742504
KHDRBS1	8.262938654
CELF1	7.360359151
CELF2	4.931649178
LBX1	5.351700177
KLF1	4.486573697
CXCR6	5.006643565
CTCF	8.912440921
TSBP1	3.688830894
CD226	3.677989961
FARS2	7.283745991
CGRRF1	8.381792611
CGREF1	5.24289148
RRAGA	10.61029839
DCTN6	9.712521302
GNA13	8.341903521
CSPG5	6.052720673
AVIL	5.350843477
B3GNT2	8.702456291
GNB5	8.060486882
EBP	10.33433646
DLL3	6.440520373
CLDN16	5.657930491
PNMA2	6.793742578
FUT9	4.219544289
GMEB1	7.118417311
RRH	4.769330299
CCT6B	5.430474223
CCT8	10.92986814
CNPY3	7.251491943
CORIN	4.052946612
ENTREP3	7.07109437
USP39	9.078169413
POLD3	7.527978861
TBR1	3.869279445
POLQ	7.240206384
SLC12A7	7.542803199
OGA	8.28988299
NFAT5	6.594607637
NUDC	10.24214287
PTGES3	12.37084422
YME1L1	8.508840971
TCFL5	8.124750971
PLK4	7.508969206
STAG3	6.897055777
STAG2	9.865853164
SIX2	5.591755574
RFPL3S	3.813798117
RFPL3	5.057238211
RFPL2	5.167686955
RFPL1S	3.837040968
RBBP9	5.96797982
RAI2	4.036811744
RAI1	8.0259714
PTTG2	4.835294975
PHTF1	7.735592507
MAP3K2	7.784410218
MASP2	5.051493221
KLRA1P	4.00610884
KIF1C	7.977282125
GRAP	5.023394717
CHL1	3.745752502
CAPN9	4.511063168
GIPC1	9.246133065
TRAF3IP2	7.325494364
PLAC1	6.035260178
NUP50	8.430050342
NES	6.274629668
KDM5B	9.117566554
TOB2	7.400214469
HBS1L	7.948756501
AHCYL1	8.603626355
PLK2	9.619863973
ZMYND11	8.525045037
SRSF10	7.719276829
ZBTB6	5.658734867
POP4	9.123796901
ARPP19	9.944813473
ARPP21	3.585519582
ZNF271P	6.182461793
ZNF234	5.324169832
ZNF266	7.779866627
ZNF274	8.381915741
WDR4	7.033534502
SLC17A3	4.997451096
NCKAP1	9.87167494
IQGAP2	5.123862208
VAMP5	5.738563039
ZNF273	5.543278673
ZNF268	6.355668754
MTHFD2	9.635959325
OR5I1	4.446336437
RPP40	9.095751436
CYSLTR1	4.261308331
SEPTIN9	9.70604687
SEC24A	8.120574879
CCR9	4.119317602
ENTR1	8.900856812
HSPH1	9.562100056
WASF3	6.45632528
UTP14A	7.413079811
CPLX2	5.839510693
FRS3	6.097752105
FRS2	6.587116467
NEU3	6.2070851
FAXDC2	7.081633113
FAM114A2	7.044562657
ALDH1L1	5.552181496
FTCD	5.70549922
PPP1R17	4.713856642
TUBGCP2	7.724269478
CLPX	7.962709722
PDE10A	5.290977609
SRCAP	5.90516307
PPP1R13L	8.272801079
POLR1G	8.407463326
CCL27	4.567998282
HPSE	6.362783466
RUVBL2	10.11152293
PGRMC1	10.79788184
CYP46A1	4.926371473
LILRB1	5.660542239
SLC26A1	4.922177694
ADAM28	5.145321671
SLC22A7	5.026936865
ARID5A	6.817556873
HCP5	5.474344325
TSPAN9	6.676632571
USP20	5.946644767
USP19	6.006111324
CD300C	5.071856935
ME3	7.043544126
NMU	6.353847799
FGL2	3.715293203
EDDM3A	3.593239832
CFHR4	4.648393209
SMR3B	3.834090399
ACTL7B	4.965324134
ACTL7A	5.308355351
C1QL1	5.304253348
MRPS30	8.065477482
WDR3	8.140368035
PPARGC1A	4.184908131
MALT1	8.298386512
MMP24	5.979906692
LYVE1	4.549289994
OCLM	4.746212349
YIF1A	10.14114432
CPSF4	8.764350742
JTB	11.69081713
RUNDC3A	5.04248143
BRD8	7.467714947
MTMR11	7.074862317
BLCAP	9.325027747
MAN1A2	6.794439564
TRAFD1	6.777377653
TXNL4A	8.499871948
PNPLA6	7.659668149
UTS2	3.578035382
GADD45G	5.545480549
EDAR	5.64846455
PAPOLA	8.13686756
TCERG1	6.739769618
MAGED2	9.486887512
BTNL3	5.978527903
EHMT2	6.356571825
COPS8	7.924703149
RNPS1	9.968663579
FASTK	8.533790615
SUB1	9.472713993
SMPDL3A	6.938930772
DBF4	9.309057122
SPIN1	9.576858822
RALBP1	8.74354575
SRSF8	8.204802869
APOBEC2	5.120922074
MORF4L1	11.25197651
PRDX3	10.22267506
GPR75	4.538287205
EHD1	8.331775566
AFG3L2	8.795543086
POP1	7.027034892
PRSS21	5.362570878
MSL3	7.576316896
C11orf58	9.575642978
KDELR1	9.701244592
SF3A3	8.692084437
AP3M2	7.322027791
STARD3	6.56062101
HNRNPA0	8.978476916
BTG3	6.994485509
CBX1	10.77653255
SEC61B	10.56812713
TOMM34	8.886134577
SERINC3	10.21000309
OS9	9.404568532
PNRC1	8.779575799
TMED2	10.76272988
LMAN2	8.142501533
ERP29	10.96748401
MLLT11	10.41364239
STIP1	9.457631266
IFI44L	6.301251374
RAB40B	7.028426088
CKAP4	9.921290799
YWHAQ	12.78908363
TMED10	10.79589259
ASCC3	8.181514859
ADIRF	5.455854938
UQCR11	9.204641387
CLP1	8.723367571
FERMT2	10.10827287
COPS6	9.393908874
RAB32	8.701615429
MAPRE2	6.714268407
CCNI	10.8993157
GCN1	8.884923172
COPS5	10.73063842
METAP2	8.407366015
IMMT	10.35970188
LILRB5	4.20093589
SLC38A3	5.317512596
SF3B2	8.468283199
SDS	5.901480037
HACL2	8.718219389
SLC27A5	7.110202487
SLC27A3	5.975666532
SLC27A2	4.988346569
KIF2C	9.411446066
SPINK5	4.604262195
LILRB4	4.564207342
CCDC85B	6.902838508
IL24	4.670038578
GLIPR1	9.923950616
TLK2	7.013197811
KLK11	4.977799492
KDELR2	10.73355224
KDELR3	8.949262217
ATF7	6.235143545
SNRNP27	9.507447562
TMED1	8.465211541
LIAS	7.276010929
IFT27	6.785775642
RAB35	7.485224788
TDRKH	5.832843375
LILRA1	4.352115788
LILRB3	6.791786704
LILRA3	4.68731867
LILRA2	4.446553964
RBPMS	6.716767833
RAB31	9.832433836
ADAP1	6.730744801
DSTN	11.20842374
STON1	5.46461129
GUSBP14	6.262159978
PIM2	6.438439713
B4GAT1	7.593426871
MID2	6.437820643
TENT4A	8.895127928
UPK1A	5.183785493
SLC35D2	7.83073965
ADRM1	9.767208922
NUDT21	8.902450976
CPSF6	8.084139488
OGFR	7.585733964
ZPBP	4.04250275
DDX52	7.129770753
ABHD2	8.54152778
WWP1	8.409821484
WWP2	6.417458021
CNMD	4.269905773
DUS4L	8.00783236
SOX30	4.025029963
CNTRL	5.671678797
UBE2C	11.82809475
SNRNP35	7.657821715
DEPP1	5.676379255
CYB561D2	7.683281398
RAPGEF4	3.869076718
TMEM115	7.202025975
DUSP14	8.777542634
TOPBP1	9.175635486
TRIM31	5.031587077
STMN2	4.261602111
TPPP	5.584781162
HSF2BP	6.826675513
TRIOBP	8.163299679
RER1	9.130158333
DNAJB4	8.426133001
KERA	3.542741438
ESM1	4.447633732
DIDO1	6.509245491
ADAM30	4.818979542
SPACA9	5.884695139
ADAMTS13	5.673812145
CACFD1	7.062672822
ADAMTS8	4.88769299
ADAMTS5	4.291685326
NUP42	7.840492816
PRSS23	11.188158
PTPN21	6.667292575
HNRNPUL1	8.738979399
RPP14	7.116261084
KRR1	8.323404212
KATNA1	8.374240469
PRDM5	4.367864849
PRDM4	7.86202141
CEP43	7.219801132
EMILIN1	5.175318256
BTN3A2	6.727253748
BTN3A1	6.179369677
BTN2A1	7.417627045
PTPRT	4.794343822
RCAN3	7.379039346
FAF1	8.456509925
CD160	4.296675222
KIF3A	7.436634616
CLASRP	7.510205087
ZWINT	10.83501465
CAPN11	4.732830065
CAPN10	5.788836768
KPTN	7.36775814
CDC42EP1	6.614867148
SLC7A9	5.074756319
PWP1	10.51729413
TBC1D8	6.424474791
CDC37	9.630351184
IL1RAPL1	4.845382484
PKIG	8.323527244
KAT7	7.847203101
DMC1	4.620597478
PLAAT3	7.698185427
GLMN	7.831015582
ANKRD13C-DT	6.333113434
HHLA2	4.091624065
CORO1A	6.94935053
WDR45	8.21946315
FICD	6.698782649
AP4S1	6.607323436
PTP4A3	5.982429909
LSM6	9.344037147
ERLIN2	6.726668229
ERG28	8.171115298
NUDT6	6.906044035
NUDT4	4.840817881
NUDT3	6.320428929
SOX21	4.967024746
FSTL1	9.386560343
PSIP1	8.403985663
WDHD1	6.854727245
FAM107A	4.771116271
STRAP	10.27267629
INSL6	4.564612399
ADAMTS7	5.802223315
ADAMTS6	6.322813919
BAZ2A	5.869211035
BAZ1A	8.8356809
LZTS1	4.357668419
ZNF277	7.511002984
WDR6	7.86790221
TREH	4.374065641
SLC2A6	7.731973043
MAP4K5	8.049455816
MAP4K1	5.377975965
RASSF1	7.324840882
PKP3	7.041955156
NISCH	7.662943195
CELF3	5.58483397
CEP250	6.239251451
WBP4	7.567939903
ABCB8	6.09236698
SEC23IP	8.300015043
WIF1	4.242195802
SUPT16H	9.721792653
ANXA10	5.24840173
CHEK2	7.007302878
POLI	5.959811481
KLK8	4.713488967
FZD10	3.950725061
PLPBP	8.485706692
IRAK3	4.287793923
AKAP13	7.379230129
AKAP11	7.322204337
AKAP10	6.655772284
DUSP10	8.553191566
MRPL3	11.31176978
MST1L	3.826535895
RPL35	13.12618805
GALNT6	6.182830364
RASSF8	7.268322954
PRAF2	7.958180517
SEC63	7.618227716
POLG2	7.175433523
HPS5	8.393752481
PDCD10	11.49284885
RNF139	9.223601547
RNF24	7.231221108
CA5B	5.243994553
PADI2	5.766567344
PMF1	8.704643202
GPR176	6.82823382
NXPH4	5.996924548
NXPH3	6.32607962
GPR45	5.127300997
PTGDR2	4.937723868
PACSIN2	9.959682332
MAN1B1	7.996913314
SLC6A14	3.7773985
HRH3	5.013518058
TP53TG1	7.18812262
DCTN3	10.28196157
FILIP1L	5.914593541
XPOT	9.119200248
CHP1	8.128416883
PXMP4	7.218713102
DUSP12	9.804256465
SNF8	10.20283543
ATXN2L	5.595268781
KLHL2	8.201194812
SYNRG	7.639697844
KLF12	6.292084032
KLF8	4.227018769
SCN11A	3.683792011
POU6F2	4.030826393
MGAT4B	9.273074893
CYP4F8	4.062984944
PNKP	8.202493027
B4GALT7	7.615873738
SLCO2B1	5.397398015
VPS45	8.080152447
LYPLA2	8.362427902
CD300A	4.581724856
PARK7	12.14912131
COPE	8.64755984
RBPJL	5.072305736
ACKR5	5.148511638
ECD	8.848337891
MGAT4A	5.481440202
GPN1	10.22904711
TMC6	6.117097332
DDX42	7.658863057
VSIG4	4.816232806
FKBP9	9.27829277
STK38	6.976057381
CTRC	5.308053812
PHB2	11.84676853
ACOT7	9.383851689
PDAP1	7.138008213
TUSC2	7.860495796
CBX3	8.786218607
EXOC3	7.04985081
GABARAP	10.88415148
U2AF2	7.682296458
OIP5	9.409261463
EXOSC8	9.80085392
SCRG1	4.027482599
RNF13	9.290488938
MGLL	9.474856791
TWF2	8.127900467
GABARAPL2	10.88476146
SYNPO	6.783000017
NID2	5.156476253
COG2	8.481621864
TFEC	3.687690682
LAMB4	4.050017065
RRAS2	9.786593539
CLCA4	3.596365566
IKZF3	4.542158112
IKZF2	4.602840036
MRAS	6.745100583
ATF5	6.888805405
COPZ1	10.19474171
COPG1	8.807047096
RASA3	6.580080833
PHLDA1	9.239985854
MTF2	8.122918194
HSPA4L	7.314527944
DNAJC8	7.874622127
PUF60	10.16244836
SCAF8	9.371774518
NLGN4Y	3.766821044
CEP162	5.766122305
ZNF652	7.070066899
ZFP30	6.374388445
RHOBTB3	7.453843184
COBLL1	6.608911249
RNF44	7.962829423
DLGAP4	7.45004988
RAB11FIP2	8.249556951
PPM1E	4.548248761
FRMPD1	4.62131136
DOLK	8.324027329
VASH1	5.536716865
ZNF507	6.375895091
AAK1	7.082490351
CPEB3	4.454619202
ADNP2	8.926602162
ANKRD26	5.474100575
LMTK2	5.944888954
NTNG1	4.961980468
CHSY1	9.88249604
CILK1	5.402295969
ADGRL1	6.015216579
NLRP1	5.789008088
FNDC3A	7.929189549
ATG14	7.774743513
R3HDM2	8.438056323
SLITRK3	4.053455677
CNKSR2	5.208675478
FASTKD2	8.349401817
ZNF510	5.857535023
PPP6R1	7.9083045
NLGN1	3.908111422
SEC31A	9.580449399
DZIP1	6.548543633
PLEKHA6	4.597827928
ENPP4	5.982793466
INPP5F	6.038395564
MLXIP	8.639491119
TRAPPC8	9.376454531
MON1B	7.783599747
MORC2	8.124791058
ANKRD6	5.794445397
ZHX2	7.253173971
CLSTN1	9.469877654
WDR37	7.627125453
ABLIM3	7.564882721
FOXJ3	8.7311165
UBOX5	6.559723561
KHDC4	7.890689966
ZBTB1	7.193251099
ZNF365	6.991464843
BAHD1	6.641653377
DIS3	6.944446484
RPH3A	5.330222917
CEP164	6.361025429
DENND3	6.114205762
ARHGEF15	5.454927966
CARD8	6.334865277
RUFY3	6.625936285
BTBD3	8.151045599
SBNO2	6.224125732
TRAK1	6.420586222
DHX30	7.519975752
SACM1L	9.048842547
FAN1	6.601573766
WDR47	7.515466259
RALY	9.197286929
MMRN1	3.604571428
NCBP2	9.044606983
CD93	4.591848374
MAPRE1	11.02950959
KIFAP3	9.101734105
MSRB2	8.621435921
MAPRE3	5.487275535
PLA2R1	4.146777554
ATF6	6.989431094
HABP4	6.531271093
SEPHS2	9.734316993
SEPHS1	8.539790136
RAB3GAP1	9.484940391
POMZP3	7.303977773
SIRT2	6.434146847
RPIA	8.612491012
ELL2	8.086208983
SCAP	8.30920677
SNW1	9.489574316
SHANK2	6.172734227
DKK1	10.95829914
KIN	7.045996542
CCT5	9.552522017
SLC4A1AP	8.484854634
P2RX2	5.397597379
TRIM32	8.431630183
SCMH1	7.122368986
TPX2	10.39135003
PAXIP1	8.355306342
AKR7A3	6.777522906
NT5C2	9.132513067
EFR3B	6.169471158
TCF25	9.139981764
NINL	7.375936872
DIP2C	6.508230283
MAST1	5.29955156
ACIN1	7.289580365
SORCS3	3.83553424
SV2C	4.11338456
MYH15	4.315768157
PCNX1	7.216714363
CEP131	6.824313222
CEP152	5.757065797
TTC39A	5.46616053
LIMCH1	6.560364124
RIMS1	4.653980136
WDFY3	7.169779239
DAAM1	8.73925238
MAPKBP1	6.016655663
PLCH1	4.850151598
KLHDC10	7.101714784
RAB21	8.586830998
STK38L	7.830134564
SPEN	6.983831192
FBXO21	9.509624142
GOLGA8A	7.160708231
EXOSC7	9.409914038
FAIM2	4.708787422
CNOT1	9.339872671
PALLD	11.02523031
TMCC1	8.209996301
PDZRN3	3.882009019
UNC13A	5.11643011
MYO16	4.418742515
KDM1A	9.557678366
RBM34	4.807778559
MAST3	6.502113439
USP33	8.323260351
DOP1A	5.831527058
SAMD4A	8.774064472
PHLPP2	6.69524124
ZNF292	6.848438092
PDZD2	3.913537599
WDTC1	6.526249268
XPO7	7.171276805
MYT1L	3.603138109
MON2	6.649658268
TNIK	5.56182523
KIF21B	5.817110544
PDS5B	8.003658796
FNBP1	7.658746021
ZHX3	6.262303611
ENDOD1	7.745170808
ZSWIM8	7.014904358
NCOA6	7.629022943
NMNAT2	5.159987142
CLUAP1	6.788447503
ZNF609	6.552039728
TBC1D9B	8.288291392
GGA2	6.950619642
WAPL	8.764824852
SETX	7.479462065
EMC1	7.079020243
CAND2	4.964358358
SETD1B	8.531821542
CMTR1	7.48635003
ERP44	7.722888675
HECW1	4.513561007
BLTP3B	5.902550052
SWAP70	8.28824978
RRP1B	9.26309735
MYCBP2	8.200651769
VWA8	6.242717784
AVL9	7.265600989
KDM4C	5.997857343
PPRC1	8.446230441
ERC1	6.624096746
EXPH5	5.747085942
PEG10	9.227947721
ZNF423	4.102024568
ZC3H13	7.036662394
ARHGAP26	6.256990721
TTLL5	6.720036381
SIPA1L3	7.433385727
KIF1B	7.908006252
IQSEC2	6.389393166
CDK19	7.725770171
SARM1	5.052947921
ZBTB43	7.384306283
MCF2L2	3.514313675
TBC1D2B	7.075532114
FSTL4	4.881175356
MRPS27	9.613455489
RAP1GAP2	7.531648028
