set_name,Doxorubicin,Fulvestrant,Gemcitabine,Paclitaxel,Zoledronic Acid,Palbociclib
Negative Regulation of Circadian Rhythm (GO:0042754),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Coagulation (GO:0050819),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cold-Induced Thermogenesis (GO:0120163),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Collateral Sprouting (GO:0048671),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Complement Activation (GO:0045916),0.0,0.0,0.0,0.0,0.0,0.0
"Negative Regulation of Complement Activation, Classical Pathway (GO:0045959)",0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904030),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045736),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cytokine Production (GO:0001818),0.004739336492890996,0.005050505050505051,0.0,0.0,0.0,0.005
Negative Regulation of Cytokine Production Involved in Immune Response (GO:0002719),0.0,0.0,0.0,0.0,0.0,0.04
Negative Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900016),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cytokine-Mediated Signaling Pathway (GO:0001960),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cytokinesis (GO:0032466),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cytoplasmic Translation (GO:2000766),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Cytoskeleton Organization (GO:0051494),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Defense Response (GO:0031348),0.0,0.015748031496062992,0.0,0.0,0.0,0.0
Negative Regulation of Defense Response to Virus (GO:0050687),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Delayed Rectifier Potassium Channel Activity (GO:1902260),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Dendritic Cell Apoptotic Process (GO:2000669),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Dendritic Spine Development (GO:0061000),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Developmental Growth (GO:0048640),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Developmental Process (GO:0051093),0.0,0.0,0.0,0.0,0.0,0.008333333333333333
Negative Regulation of Digestive System Process (GO:0060457),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Double-Strand Break Repair (GO:2000780),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Double-Strand Break Repair via Homologous Recombination (GO:2000042),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Double-Strand Break Repair via Nonhomologous End Joining (GO:2001033),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Endocytosis (GO:0045806),0.018518518518518517,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Endopeptidase Activity (GO:0010951),0.0,0.0,0.0,0.0,0.0,0.0
- Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Sgnlng Pway (GO:1902236),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900102),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Endothelial Cell Apoptotic Process (GO:2000352),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Endothelial Cell Migration (GO:0010596),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Endothelial Cell Proliferation (GO:0001937),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Epidermal Cell Differentiation (GO:0045605),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Epidermal Growth Factor-Activated Receptor Activity (GO:0007175),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Epithelial Cell Apoptotic Process (GO:1904036),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Epithelial Cell Differentiation (GO:0030857),0.0,0.0,0.0,0.0,0.04,0.0
Negative Regulation of Epithelial Cell Migration (GO:0010633),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Epithelial Cell Proliferation (GO:0050680),0.0,0.0,0.0,0.0,0.0,0.012195121951219513
Negative Regulation of Epithelial to Mesenchymal Transition (GO:0010719),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Erythrocyte Differentiation (GO:0045647),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Establishment of Protein Localization (GO:1904950),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Establishment of Protein Localization to Mitochondrion (GO:1903748),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Excitatory Postsynaptic Potential (GO:0090394),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Execution Phase of Apoptosis (GO:1900118),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Exocytosis (GO:0045920),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Extracellular Matrix Organization (GO:1903054),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),0.010869565217391304,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001240),0.022727272727272728,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Extrinsic Apoptotic Signaling Pathway via Death Domain Receptors (GO:1902042),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fat Cell Differentiation (GO:0045599),0.0,0.02564102564102564,0.0,0.0,0.0,0.0
Negative Regulation of Fatty Acid Biosynthetic Process (GO:0045717),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fatty Acid Metabolic Process (GO:0045922),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fatty Acid Oxidation (GO:0046322),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Ferroptosis (GO:0110076),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fibrinolysis (GO:0051918),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040037),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fibroblast Migration (GO:0010764),0.04,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Fibroblast Proliferation (GO:0048147),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Focal Adhesion Assembly (GO:0051895),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Gene Expression (GO:0010629),0.005221932114882507,0.008130081300813009,0.0026954177897574125,0.0026041666666666665,0.0,0.0
Negative Regulation of Gene Expression via Chromosomal CpG Island Methylation (GO:0044027),0.0,0.0,0.0,0.0,0.0,0.0
"Negative Regulation of Gene Expression, Epigenetic (GO:0045814)",0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glial Cell Apoptotic Process (GO:0034351),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glial Cell Differentiation (GO:0045686),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glial Cell Proliferation (GO:0060253),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Gluconeogenesis (GO:0045721),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glycogen Biosynthetic Process (GO:0045719),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glycogen Metabolic Process (GO:0070874),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glycolytic Process (GO:0045820),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Glycoprotein Biosynthetic Process (GO:0010561),0.0,0.0,0.0,0.0,0.0,0.058823529411764705
Negative Regulation of Granulocyte Differentiation (GO:0030853),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Growth (GO:0045926),0.0,0.00819672131147541,0.0,0.0,0.0,0.0
Negative Regulation of Heart Contraction (GO:0045822),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Heart Rate (GO:0010459),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Hematopoietic Progenitor Cell Differentiation (GO:1901533),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Hemostasis (GO:1900047),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Heterotypic Cell-Cell Adhesion (GO:0034115),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Hippo Signaling (GO:0035331),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Homotypic Cell-Cell Adhesion (GO:0034111),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Hormone Secretion (GO:0046888),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Humoral Immune Response Mediated by Circulating Immunoglobulin (GO:0002924),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Hydrogen Peroxide-Mediated Programmed Cell Death (GO:1901299),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Hydrolase Activity (GO:0051346),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Immune Effector Process (GO:0002698),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Immune Response (GO:0050777),0.02247191011235955,0.0,0.0,0.011111111111111112,0.0,0.0
Negative Regulation of Immune System Process (GO:0002683),0.0,0.016666666666666666,0.0,0.0,0.0,0.0
Negative Regulation of Inclusion Body Assembly (GO:0090084),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Inflammasome-Mediated Signaling Pathway (GO:0141086),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Inflammatory Response (GO:0050728),0.0070921985815602835,0.015748031496062992,0.0,0.0070921985815602835,0.0,0.0
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862),0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0
Negative Regulation of Inflammatory Response to Wounding (GO:0106015),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Innate Immune Response (GO:0045824),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Insulin Receptor Signaling Pathway (GO:0046627),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Insulin Secretion (GO:0046676),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interferon-Beta Production (GO:0032688),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interleukin-1 Beta Production (GO:0032691),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interleukin-1 Production (GO:0032692),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interleukin-10 Production (GO:0032693),0.0,0.0,0.0,0.0,0.0,0.04
Negative Regulation of Interleukin-12 Production (GO:0032695),0.0,0.0,0.0,0.0,0.0,0.045454545454545456
Negative Regulation of Interleukin-17 Production (GO:0032700),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interleukin-2 Production (GO:0032703),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interleukin-6 Production (GO:0032715),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Interleukin-8 Production (GO:0032717),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Intracellular Estrogen Receptor Signaling Pathway (GO:0033147),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Intracellular Protein Transport (GO:0090317),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Intracellular Signal Transduction (GO:1902532),0.0,0.009933774834437087,0.0,0.0,0.003257328990228013,0.0032679738562091504
Negative Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Intracellular Transport (GO:0032387),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.0125,0.0,0.0,0.0125,0.014285714285714285,0.0
Negative Regulation of Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:1902254),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:1902230),0.0,0.0,0.0,0.0,0.0,0.0
- Reg of Intrinsic Apoptotic Sgnlng Pway in Resp to DNA Damage by P53 Cls Mediator (GO:1902166),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Ion Transmembrane Transporter Activity (GO:0032413),0.0,0.0,0.0,0.0,0.037037037037037035,0.0
Negative Regulation of Keratinocyte Differentiation (GO:0045617),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Keratinocyte Proliferation (GO:0010839),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Kinase Activity (GO:0033673),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lamellipodium Organization (GO:1902744),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lens Fiber Cell Differentiation (GO:1902747),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Leukocyte Activation (GO:0002695),0.0,0.03571428571428571,0.0,0.0,0.0,0.0
Negative Regulation of Leukocyte Apoptotic Process (GO:2000107),0.0,0.0,0.0,0.06666666666666667,0.0,0.0
Negative Regulation of Leukocyte Cell-Cell Adhesion (GO:1903038),0.0,0.0,0.0,0.0,0.0,0.03333333333333333
Negative Regulation of Leukocyte Chemotaxis (GO:0002689),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Leukocyte Degranulation (GO:0043301),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Leukocyte Mediated Cytotoxicity (GO:0001911),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Leukocyte Migration (GO:0002686),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Leukocyte Proliferation (GO:0070664),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipase Activity (GO:0060192),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipid Biosynthetic Process (GO:0051055),0.0,0.030303030303030304,0.0,0.0,0.0,0.0
Negative Regulation of Lipid Catabolic Process (GO:0050995),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipid Localization (GO:1905953),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipid Metabolic Process (GO:0045833),0.0,0.025,0.0,0.0,0.0,0.0
Negative Regulation of Lipid Storage (GO:0010888),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipid Transport (GO:0032369),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lipoprotein Particle Clearance (GO:0010985),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Locomotion (GO:0040013),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Long-Term Synaptic Potentiation (GO:1900272),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lyase Activity (GO:0051350),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lymphocyte Activation (GO:0051250),0.0,0.0,0.0,0.0,0.0,0.027777777777777776
Negative Regulation of Lymphocyte Apoptotic Process (GO:0070229),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lymphocyte Differentiation (GO:0045620),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lymphocyte Migration (GO:2000402),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Lymphocyte Proliferation (GO:0050672),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of mRNA Catabolic Process (GO:1902373),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of mRNA Processing (GO:0050686),0.0,0.0,0.0,0.0,0.0,0.0
"Negative Regulation of mRNA Splicing, via Spliceosome (GO:0048025)",0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Macroautophagy (GO:0016242),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),0.00904977375565611,0.014492753623188406,0.0,0.0045045045045045045,0.0,0.0
Negative Regulation of Macromolecule Metabolic Process (GO:0010605),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Macrophage Activation (GO:0043031),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Macrophage Derived Foam Cell Differentiation (GO:0010745),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Macrophage Differentiation (GO:0045650),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Macrophage Migration (GO:1905522),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mast Cell Activation (GO:0033004),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Meiotic Cell Cycle (GO:0051447),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Meiotic Nuclear Division (GO:0045835),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Membrane Potential (GO:0045837),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Membrane Protein Ectodomain Proteolysis (GO:0051045),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Metabolic Process (GO:0009892),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of miRNA Metabolic Process (GO:2000629),0.0,0.029411764705882353,0.0,0.0,0.0,0.0
Negative Regulation of miRNA Processing (GO:1903799),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of miRNA Transcription (GO:1902894),0.0,0.03125,0.0,0.0,0.0,0.0
Negative Regulation of miRNA-mediated Gene Silencing (GO:0060965),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Microglial Cell Activation (GO:1903979),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Microtubule Depolymerization (GO:0007026),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Microtubule Polymerization (GO:0031115),0.0,0.0,0.0,0.03125,0.0,0.047619047619047616
Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111),0.0,0.0,0.0,0.018518518518518517,0.0,0.023255813953488372
Negative Regulation of Mitochondrial Fusion (GO:0010637),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitochondrial Membrane Permeability (GO:0035795),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitochondrial Membrane Potential (GO:0010917),0.0,0.0,0.0,0.0,0.0,0.0
- Reg of Mt Outer Membrane Permeabilization Inv in Apoptotic Sgnlng Pway (GO:1901029),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitophagy (GO:1901525),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitotic Cell Cycle (GO:0045930),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitotic Cell Cycle Phase Transition (GO:1901991),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitotic Metaphase/Anaphase Transition (GO:0045841),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mitotic Nuclear Division (GO:0045839),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Monoatomic Ion Transport (GO:0043271),0.027777777777777776,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Monocyte Chemotaxis (GO:0090027),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Mononuclear Cell Migration (GO:0071676),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Morphogenesis of an Epithelium (GO:1905331),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Multicellular Organismal Process (GO:0051241),0.0,0.004,0.0,0.0,0.0,0.0
Negative Regulation of Muscle Cell Apoptotic Process (GO:0010656),0.0,0.047619047619047616,0.0,0.0,0.0,0.0
Negative Regulation of Muscle Cell Differentiation (GO:0051148),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Muscle Hypertrophy (GO:0014741),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Myeloid Cell Apoptotic Process (GO:0033033),0.0,0.0,0.0,0.04,0.0,0.0
Negative Regulation of Myeloid Cell Differentiation (GO:0045638),0.0,0.0,0.0,0.0,0.0,0.03225806451612903
Negative Regulation of Myeloid Leukocyte Differentiation (GO:0002762),0.0,0.0,0.0,0.0,0.0,0.022727272727272728
Negative Regulation of Myeloid Leukocyte Mediated Immunity (GO:0002887),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Myoblast Differentiation (GO:0045662),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Myotube Differentiation (GO:0010832),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Natural Killer Cell Mediated Immunity (GO:0002716),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Necroptotic Process (GO:0060546),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nervous System Development (GO:0051961),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nervous System Process (GO:0031645),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neural Precursor Cell Proliferation (GO:2000178),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neurogenesis (GO:0050768),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neuroinflammatory Response (GO:0150079),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neuron Apoptotic Process (GO:0043524),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neuron Differentiation (GO:0045665),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neuron Migration (GO:2001223),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neuron Projection Development (GO:0010977),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neuron Projection Regeneration (GO:0070571),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Neutrophil Activation (GO:1902564),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nitric Oxide Biosynthetic Process (GO:0045019),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nitric Oxide Metabolic Process (GO:1904406),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901223),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nuclear Division (GO:0051784),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nuclear Receptor-Mediated Glucocorticoid Signaling Pathway (GO:2000323),0.0,0.0,0.0,0.0,0.0,0.0
"- Reg of Nuclear-Transcribed mRNA Cat Proc, Deadenylation-Dep Decay (GO:1900152)",0.0,0.0,0.0,0.0,0.0,0.0
"- Reg of Nuclear-Transcribed mRNA Cat Proc, Nonsense-Mediated Decay (GO:2000623)",0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nucleobase-Containing Compound Metabolic Process (GO:0045934),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Nucleocytoplasmic Transport (GO:0046823),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Oligodendrocyte Differentiation (GO:0048715),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Organelle Assembly (GO:1902116),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Organelle Organization (GO:0010639),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Organic Acid Transport (GO:0032891),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Ossification (GO:0030279),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Osteoblast Differentiation (GO:0045668),0.0,0.0,0.0,0.0,0.0,0.022727272727272728
Negative Regulation of Osteoblast Proliferation (GO:0033689),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Osteoclast Differentiation (GO:0045671),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),0.023255813953488372,0.0,0.0,0.023255813953488372,0.0,0.0
- Reg of Oxidative Stress-Induced Neuron Intrinsic Apoptotic Sgnlng Pway (GO:1903377),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Oxidoreductase Activity (GO:0051354),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of p38MAPK Cascade (GO:1903753),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Peptidase Activity (GO:0010466),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Peptide Hormone Secretion (GO:0090278),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Peptidyl-Serine Phosphorylation (GO:0033137),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Peptidyl-Threonine Phosphorylation (GO:0010801),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050732),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035359),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Phagocytosis (GO:0050765),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Phosphate Metabolic Process (GO:0045936),0.0,0.0,0.0,0.0,0.0,0.0
- Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051898),0.0,0.018867924528301886,0.0,0.0,0.0,0.0
Negative Regulation of Phosphorylation (GO:0042326),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Plasminogen Activation (GO:0010757),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Platelet Activation (GO:0010544),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Platelet Aggregation (GO:0090331),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Potassium Ion Transmembrane Transport (GO:1901380),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Potassium Ion Transmembrane Transporter Activity (GO:1901017),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Potassium Ion Transport (GO:0043267),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Production of Molecular Mediator of Immune Response (GO:0002701),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Programmed Cell Death (GO:0043069),0.0024875621890547263,0.002570694087403599,0.0,0.0024875621890547263,0.002551020408163265,0.0025575447570332483
Negative Regulation of Programmed Necrotic Cell Death (GO:0062099),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Proteasomal Protein Catabolic Process (GO:1901799),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),0.0,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Protein Binding (GO:0032091),0.014285714285714285,0.0,0.0,0.0,0.0,0.0
Negative Regulation of Protein Catabolic Process (GO:0042177),0.0,0.0,0.0,0.0,0.0,0.0
